po_id,supplier_id,component,po_date,promised_date,actual_date,quantity,unit_cost,po_value
PO001102,S0087,Brake Assembly,2025-09-29,2025-12-06,2025-12-06,3675,497.75,1829231.25
PO001103,S0025,Semiconductor,2025-06-24,2025-08-20,2025-08-24,1033,515.14,532139.62
PO001104,S0064,Steel,2025-02-28,2025-05-10,2025-05-10,308,16.29,5017.32
PO001105,S0072,Tire,2025-11-24,2025-12-04,2025-12-10,2910,118.35,344398.5
PO001106,S0074,Steel,2025-12-30,2026-02-18,2026-02-19,2844,126.98,361131.12
PO001107,S0085,Wiring Harness,2025-07-10,2025-09-26,2025-09-29,3095,43.61,134972.95
PO001108,S0001,Brake Assembly,2025-02-12,2025-04-15,2025-04-20,6257,208.99,1307650.43
PO001109,S0042,Sensor,2025-10-15,2025-11-06,2025-11-06,7967,41.04,326965.68
PO001110,S0078,Semiconductor,2025-01-30,2025-02-15,2025-02-15,3112,150.85,469445.2
PO001111,S0010,Tire,2025-07-06,2025-08-24,2025-08-24,8548,75.36,644177.28
PO001112,S0052,Tire,2025-04-12,2025-06-07,2025-06-07,1193,485.13,578760.09
PO001113,S0022,Battery Cell,2025-01-24,2025-02-05,2025-02-10,5182,570.09,2954206.38
PO001114,S0036,Steel,2025-11-10,2025-12-13,2025-12-22,2374,197.53,468936.22
PO001115,S0093,Aluminum,2025-12-28,2026-02-16,2026-02-21,1799,155.47,279690.53
PO001116,S0076,Motor Controller,2025-06-11,2025-08-06,2025-08-12,5628,71.18,400601.04
PO001117,S0011,Sensor,2025-11-29,2026-01-02,2026-01-10,2136,291.55,622750.8
PO001118,S0071,Infotainment Unit,2025-09-24,2025-10-04,2025-10-08,1003,438.72,440036.16
PO001119,S0077,Infotainment Unit,2025-11-22,2026-01-10,2026-01-17,361,228.34,82430.74
PO001120,S0064,Steel,2025-09-29,2025-12-09,2025-12-09,4214,280.29,1181142.06
PO001121,S0031,Battery Cell,2025-06-29,2025-08-20,2025-08-20,3961,558.56,2212456.16
PO001122,S0036,Steel,2025-02-21,2025-03-26,2025-04-05,4615,567.05,2616935.75
PO001123,S0100,Sensor,2025-09-02,2025-09-15,2025-09-24,605,396.95,240154.75
PO001124,S0058,Motor Controller,2025-02-03,2025-03-06,2025-03-12,8746,74.43,650964.78
PO001125,S0041,Semiconductor,2025-12-16,2026-01-21,2026-01-24,453,545.04,246903.12
PO001126,S0070,Infotainment Unit,2025-06-01,2025-07-07,2025-07-09,400,575.9,230360.0
PO001127,S0018,Battery Cell,2025-06-25,2025-08-17,2025-08-20,4796,499.75,2396801.0
PO001128,S0015,Motor Controller,2025-04-17,2025-06-02,2025-06-06,1022,380.66,389034.52
PO001129,S0064,Steel,2025-06-15,2025-08-25,2025-08-29,1335,232.52,310414.2
PO001130,S0028,Sensor,2025-09-02,2025-10-31,2025-10-31,2383,442.43,1054310.69
PO001131,S0067,Sensor,2025-11-02,2026-01-17,2026-01-17,2954,405.68,1198378.72
PO001132,S0045,Wiring Harness,2025-02-22,2025-05-05,2025-05-11,2688,440.87,1185058.56
PO001133,S0047,Sensor,2025-06-07,2025-07-19,2025-07-21,6682,320.19,2139509.58
PO001134,S0024,Sensor,2025-06-22,2025-09-13,2025-09-13,7202,440.74,3174209.48
PO001135,S0083,Brake Assembly,2025-05-14,2025-07-20,2025-07-22,6726,14.66,98603.16
PO001136,S0090,Tire,2025-10-15,2026-01-07,2026-01-09,1992,334.87,667061.04
PO001137,S0062,Steel,2025-11-17,2026-02-03,2026-02-05,7286,166.41,1212463.26
PO001138,S0081,Wiring Harness,2025-01-09,2025-03-27,2025-03-31,1107,242.31,268237.17
PO001139,S0086,Semiconductor,2025-04-23,2025-07-03,2025-07-03,5074,163.91,831679.34
PO001140,S0030,Infotainment Unit,2025-02-25,2025-03-22,2025-03-22,8504,348.65,2964919.6
PO001141,S0014,Brake Assembly,2025-12-07,2026-02-06,2026-02-18,5271,199.77,1052987.67
PO001142,S0016,Wiring Harness,2025-04-28,2025-06-05,2025-06-08,1145,141.95,162532.75
PO001143,S0084,Motor Controller,2025-05-18,2025-06-09,2025-06-18,4905,504.18,2473002.9
PO001144,S0096,Tire,2025-01-26,2025-02-25,2025-02-27,7505,74.5,559122.5
PO001145,S0056,Tire,2025-05-21,2025-07-09,2025-07-09,6988,508.86,3555913.68
PO001146,S0030,Infotainment Unit,2025-02-14,2025-03-11,2025-03-22,2595,9.34,24237.3
PO001147,S0050,Motor Controller,2025-06-18,2025-08-17,2025-08-22,2061,475.7,980417.7
PO001148,S0068,Infotainment Unit,2025-12-30,2026-02-24,2026-02-24,1108,77.85,86257.8
PO001149,S0040,Motor Controller,2025-02-02,2025-02-09,2025-02-14,7251,477.21,3460249.71
PO001150,S0007,Infotainment Unit,2025-10-23,2025-10-30,2025-11-03,6189,25.43,157386.27
PO001151,S0008,Infotainment Unit,2025-08-22,2025-09-16,2025-09-23,5149,478.41,2463333.09
PO001152,S0075,Aluminum,2025-11-25,2026-02-02,2026-02-08,3938,165.83,653038.54
PO001153,S0058,Motor Controller,2025-06-07,2025-07-08,2025-07-16,6378,201.34,1284146.52
PO001154,S0011,Sensor,2025-05-25,2025-06-28,2025-06-30,1457,579.72,844652.04
PO001155,S0002,Tire,2025-01-14,2025-01-26,2025-01-26,6399,181.92,1164106.08
PO001156,S0015,Motor Controller,2025-09-07,2025-10-23,2025-10-24,7141,344.1,2457218.1
PO001157,S0099,Wiring Harness,2025-09-18,2025-10-14,2025-10-15,2882,380.26,1095909.32
PO001158,S0035,Steel,2025-03-17,2025-05-23,2025-05-28,5803,354.11,2054900.33
PO001159,S0036,Steel,2025-06-24,2025-07-27,2025-07-30,4177,155.81,650818.37
PO001160,S0075,Aluminum,2025-03-26,2025-06-03,2025-06-03,8655,353.69,3061186.95
PO001161,S0041,Semiconductor,2025-03-29,2025-05-04,2025-05-04,5176,563.3,2915640.8
PO001162,S0004,Steel,2025-07-26,2025-08-04,2025-08-04,1819,399.64,726945.16
PO001163,S0051,Tire,2025-09-06,2025-10-17,2025-10-17,8196,120.92,991060.32
PO001164,S0092,Aluminum,2025-05-03,2025-07-08,2025-07-14,5734,436.74,2504267.16
PO001165,S0008,Infotainment Unit,2025-08-13,2025-09-07,2025-09-13,1923,362.11,696337.53
PO001166,S0063,Motor Controller,2025-05-27,2025-08-07,2025-08-07,6398,315.68,2019720.64
PO001167,S0054,Tire,2025-07-04,2025-07-11,2025-07-16,981,437.45,429138.45
PO001168,S0039,Wiring Harness,2025-02-16,2025-03-27,2025-03-27,2136,430.87,920338.32
PO001169,S0056,Tire,2025-11-23,2026-01-11,2026-01-11,7170,27.24,195310.8
PO001170,S0014,Brake Assembly,2025-10-19,2025-12-19,2025-12-19,5298,194.9,1032580.2
PO001171,S0098,Brake Assembly,2025-03-24,2025-04-26,2025-04-27,3333,399.09,1330166.97
PO001172,S0100,Sensor,2025-06-18,2025-07-01,2025-07-03,2232,369.75,825282.0
PO001173,S0069,Tire,2025-12-20,2025-12-27,2025-12-29,773,62.89,48613.97
PO001174,S0028,Sensor,2025-12-04,2026-02-01,2026-02-11,310,412.53,127884.3
PO001175,S0093,Aluminum,2025-10-28,2025-12-17,2025-12-17,60,398.92,23935.2
PO001176,S0033,Battery Cell,2025-04-04,2025-06-20,2025-06-26,4486,41.6,186617.6
PO001177,S0050,Motor Controller,2025-01-21,2025-03-22,2025-03-29,8294,90.6,751436.4
PO001178,S0047,Sensor,2025-10-16,2025-11-27,2025-11-27,4302,31.45,135297.9
PO001179,S0029,Infotainment Unit,2025-03-09,2025-04-22,2025-04-27,6609,514.56,3400727.04
PO001180,S0065,Sensor,2025-09-13,2025-11-01,2025-11-04,4574,537.1,2456695.4
PO001181,S0077,Infotainment Unit,2025-10-17,2025-12-05,2025-12-05,1947,289.75,564143.25
PO001182,S0015,Motor Controller,2025-09-12,2025-10-28,2025-11-01,4245,286.31,1215385.95
PO001183,S0097,Infotainment Unit,2025-03-15,2025-04-13,2025-04-23,2792,424.12,1184143.04
PO001184,S0097,Infotainment Unit,2025-01-07,2025-02-05,2025-02-08,804,145.6,117062.4
PO001185,S0006,Motor Controller,2025-08-27,2025-10-06,2025-10-13,8445,360.2,3041889.0
PO001186,S0099,Wiring Harness,2025-10-28,2025-11-23,2025-11-26,8832,56.97,503159.04
PO001187,S0028,Sensor,2025-02-20,2025-04-20,2025-04-25,4948,188.38,932104.24
PO001188,S0051,Tire,2025-04-19,2025-05-30,2025-06-05,1912,8.21,15697.52
PO001189,S0072,Tire,2025-04-21,2025-05-01,2025-05-08,1936,344.53,667010.08
PO001190,S0034,Semiconductor,2025-10-07,2025-11-18,2025-11-27,1580,582.71,920681.8
PO001191,S0016,Wiring Harness,2025-11-22,2025-12-30,2025-12-30,7157,184.03,1317102.71
PO001192,S0040,Motor Controller,2025-03-13,2025-03-20,2025-03-28,3012,95.32,287103.84
PO001193,S0025,Semiconductor,2025-08-02,2025-09-28,2025-10-03,4737,492.45,2332735.65
PO001194,S0086,Semiconductor,2025-06-05,2025-08-15,2025-08-23,1380,319.82,441351.6
PO001195,S0069,Tire,2025-12-21,2025-12-28,2025-12-28,4087,355.97,1454849.39
PO001196,S0084,Motor Controller,2025-01-28,2025-02-19,2025-02-19,1348,279.76,377116.48
PO001197,S0030,Infotainment Unit,2025-04-09,2025-05-04,2025-05-05,4412,203.4,897400.8
PO001198,S0045,Wiring Harness,2025-11-12,2026-01-23,2026-01-30,6354,365.3,2321116.2
PO001199,S0045,Wiring Harness,2025-07-31,2025-10-11,2025-10-13,7333,7.15,52430.95
PO001200,S0041,Semiconductor,2025-07-18,2025-08-23,2025-08-23,1590,100.86,160367.4
PO001201,S0020,Steel,2025-01-21,2025-03-31,2025-03-31,6318,68.81,434741.58
PO001202,S0078,Semiconductor,2025-05-30,2025-06-15,2025-06-18,8065,199.7,1610580.5
PO001203,S0085,Wiring Harness,2025-07-17,2025-10-03,2025-10-08,5522,378.84,2091954.48
PO001204,S0062,Steel,2025-07-04,2025-09-20,2025-09-27,2859,475.89,1360569.51
PO001205,S0036,Steel,2025-04-28,2025-05-31,2025-06-09,1110,448.79,498156.9
PO001206,S0017,Infotainment Unit,2025-05-07,2025-07-06,2025-07-06,2230,351.14,783042.2
PO001207,S0080,Infotainment Unit,2025-10-05,2025-10-18,2025-10-19,7450,595.2,4434240.0
PO001208,S0005,Semiconductor,2025-02-04,2025-03-25,2025-04-01,713,137.51,98044.63
PO001209,S0021,Wiring Harness,2025-02-19,2025-03-07,2025-03-14,7537,77.88,586981.56
PO001210,S0097,Infotainment Unit,2025-09-03,2025-10-02,2025-10-10,1723,563.54,970979.42
PO001211,S0080,Infotainment Unit,2025-10-19,2025-11-01,2025-11-02,3943,123.86,488379.98
PO001212,S0088,Motor Controller,2025-04-16,2025-06-09,2025-06-09,4848,542.11,2628149.28
PO001213,S0075,Aluminum,2025-05-23,2025-07-31,2025-08-02,6057,577.0,3494889.0
PO001214,S0095,Wiring Harness,2025-12-24,2026-02-03,2026-02-20,8406,112.28,943825.68
PO001215,S0045,Wiring Harness,2025-10-29,2026-01-09,2026-01-09,7476,473.82,3542278.32
PO001216,S0092,Aluminum,2025-06-16,2025-08-21,2025-08-23,3729,458.52,1709821.08
PO001217,S0098,Brake Assembly,2025-11-13,2025-12-16,2025-12-16,6415,533.76,3424070.4
PO001218,S0008,Infotainment Unit,2025-05-19,2025-06-13,2025-06-16,7759,299.95,2327312.05
PO001219,S0081,Wiring Harness,2025-03-23,2025-06-08,2025-06-14,8980,289.0,2595220.0
PO001220,S0071,Infotainment Unit,2025-02-21,2025-03-03,2025-03-14,7508,316.53,2376507.24
PO001221,S0099,Wiring Harness,2025-03-16,2025-04-11,2025-04-11,2730,357.86,976957.8
PO001222,S0016,Wiring Harness,2025-07-06,2025-08-13,2025-08-16,6355,204.13,1297246.15
PO001223,S0039,Wiring Harness,2025-09-10,2025-10-19,2025-10-23,5594,314.54,1759536.76
PO001224,S0072,Tire,2025-04-11,2025-04-21,2025-04-30,8783,68.88,604973.04
PO001225,S0019,Sensor,2025-07-02,2025-07-15,2025-07-15,7992,570.43,4558876.56
PO001226,S0095,Wiring Harness,2025-07-18,2025-08-28,2025-09-03,2669,343.7,917335.3
PO001227,S0088,Motor Controller,2025-04-25,2025-06-18,2025-06-18,4195,129.11,541616.45
PO001228,S0024,Sensor,2025-04-08,2025-06-30,2025-07-03,7700,399.66,3077382.0
PO001229,S0002,Tire,2025-12-24,2026-01-05,2026-01-08,2106,418.44,881234.64
PO001230,S0083,Brake Assembly,2025-10-15,2025-12-21,2025-12-21,6285,316.59,1989768.15
PO001231,S0047,Sensor,2025-04-01,2025-05-13,2025-05-18,2691,479.99,1291653.09
PO001232,S0059,Battery Cell,2025-01-21,2025-03-11,2025-03-18,1854,203.94,378104.76
PO001233,S0034,Semiconductor,2025-12-22,2026-02-02,2026-02-05,1896,442.12,838259.52
PO001234,S0034,Semiconductor,2025-07-04,2025-08-15,2025-08-19,5847,309.11,1807366.17
PO001235,S0040,Motor Controller,2025-03-03,2025-03-10,2025-03-17,7526,363.72,2737356.72
PO001236,S0093,Aluminum,2025-09-27,2025-11-16,2025-11-28,5649,504.21,2848282.29
PO001237,S0060,Steel,2025-02-03,2025-03-27,2025-03-27,2228,476.98,1062711.44
PO001238,S0007,Infotainment Unit,2025-11-24,2025-12-01,2025-12-01,669,192.38,128702.22
PO001239,S0016,Wiring Harness,2025-04-16,2025-05-24,2025-05-24,1705,11.78,20084.9
PO001240,S0037,Infotainment Unit,2025-12-12,2026-01-26,2026-01-26,8628,185.39,1599544.92
PO001241,S0007,Infotainment Unit,2025-04-26,2025-05-03,2025-05-16,4683,256.69,1202079.27
PO001242,S0002,Tire,2025-04-12,2025-04-24,2025-04-29,4064,91.1,370230.4
PO001243,S0001,Brake Assembly,2025-07-03,2025-09-03,2025-09-03,5712,398.69,2277317.28
PO001244,S0094,Battery Cell,2025-03-23,2025-06-14,2025-06-14,7032,120.92,850309.44
PO001245,S0078,Semiconductor,2025-09-14,2025-09-30,2025-10-04,750,408.04,306030.0
PO001246,S0079,Brake Assembly,2025-01-01,2025-02-19,2025-02-22,1041,187.78,195478.98
PO001247,S0018,Battery Cell,2025-01-10,2025-03-04,2025-03-12,8260,462.11,3817028.6
PO001248,S0073,Motor Controller,2025-11-09,2026-01-07,2026-01-11,5642,555.33,3133171.86
PO001249,S0017,Infotainment Unit,2025-06-05,2025-08-04,2025-08-09,7599,265.16,2014950.84
PO001250,S0007,Infotainment Unit,2025-08-25,2025-09-01,2025-09-07,7330,93.11,682496.3
PO001251,S0092,Aluminum,2025-09-30,2025-12-05,2025-12-21,3097,527.61,1634008.17
PO001252,S0017,Infotainment Unit,2025-11-07,2026-01-06,2026-01-06,1466,492.84,722503.44
PO001253,S0009,Tire,2025-05-07,2025-06-24,2025-07-01,636,179.01,113850.36
PO001254,S0030,Infotainment Unit,2025-08-18,2025-09-12,2025-09-17,4380,598.87,2623050.6
PO001255,S0051,Tire,2025-03-12,2025-04-22,2025-04-27,2833,408.19,1156402.27
PO001256,S0070,Infotainment Unit,2025-05-13,2025-06-18,2025-06-21,3831,522.28,2000854.68
PO001257,S0036,Steel,2025-12-18,2026-01-20,2026-01-26,3126,66.75,208660.5
PO001258,S0045,Wiring Harness,2025-06-24,2025-09-04,2025-09-13,1875,449.41,842643.75
PO001259,S0052,Tire,2025-07-06,2025-08-31,2025-09-02,3310,20.79,68814.9
PO001260,S0001,Brake Assembly,2025-09-03,2025-11-04,2025-11-05,7954,476.39,3789206.06
PO001261,S0076,Motor Controller,2025-04-11,2025-06-06,2025-06-09,2350,275.11,646508.5
PO001262,S0036,Steel,2025-06-06,2025-07-09,2025-07-18,2071,26.62,55130.02
PO001263,S0087,Brake Assembly,2025-05-06,2025-07-13,2025-07-14,6813,550.78,3752464.14
PO001264,S0011,Sensor,2025-08-03,2025-09-06,2025-09-13,6615,299.27,1979671.05
PO001265,S0076,Motor Controller,2025-09-14,2025-11-09,2025-11-10,4054,114.35,463574.9
PO001266,S0033,Battery Cell,2025-04-28,2025-07-14,2025-07-14,4600,45.74,210404.0
PO001267,S0058,Motor Controller,2025-03-07,2025-04-07,2025-04-09,4901,364.47,1786267.47
PO001268,S0010,Tire,2025-09-12,2025-10-31,2025-11-07,8540,108.92,930176.8
PO001269,S0086,Semiconductor,2025-06-14,2025-08-24,2025-08-29,1813,147.69,267761.97
PO001270,S0092,Aluminum,2025-04-01,2025-06-06,2025-06-15,6519,248.89,1622513.91
PO001271,S0097,Infotainment Unit,2025-03-30,2025-04-28,2025-05-04,1304,358.28,467197.12
PO001272,S0016,Wiring Harness,2025-09-05,2025-10-13,2025-10-24,3611,513.12,1852876.32
PO001273,S0031,Battery Cell,2025-05-29,2025-07-20,2025-07-28,1925,47.73,91880.25
PO001274,S0095,Wiring Harness,2025-03-12,2025-04-22,2025-04-30,239,344.73,82390.47
PO001275,S0092,Aluminum,2025-03-23,2025-05-28,2025-05-31,7483,82.81,619667.23
PO001276,S0077,Infotainment Unit,2025-08-26,2025-10-14,2025-10-21,2376,118.13,280676.88
PO001277,S0057,Motor Controller,2025-07-03,2025-07-11,2025-07-12,3592,479.5,1722364.0
PO001278,S0034,Semiconductor,2025-05-02,2025-06-13,2025-06-13,2029,80.55,163435.95
PO001279,S0072,Tire,2025-11-28,2025-12-08,2025-12-12,724,140.6,101794.4
PO001280,S0073,Motor Controller,2025-02-13,2025-04-13,2025-04-14,1285,470.85,605042.25
PO001281,S0033,Battery Cell,2025-12-09,2026-02-24,2026-02-24,3612,167.69,605696.28
PO001282,S0009,Tire,2025-10-28,2025-12-15,2025-12-15,8495,373.92,3176450.4
PO001283,S0023,Aluminum,2025-09-12,2025-11-23,2025-11-27,5585,499.96,2792276.6
PO001284,S0096,Tire,2025-03-24,2025-04-23,2025-04-25,6044,524.01,3167116.44
PO001285,S0058,Motor Controller,2025-01-17,2025-02-17,2025-02-20,8546,364.75,3117153.5
PO001286,S0054,Tire,2025-07-23,2025-07-30,2025-08-04,4310,20.6,88786.0
PO001287,S0055,Battery Cell,2025-10-14,2025-10-22,2025-10-24,3725,582.0,2167950.0
PO001288,S0054,Tire,2025-11-19,2025-11-26,2025-12-05,1173,103.23,121088.79
PO001289,S0046,Wiring Harness,2025-07-15,2025-07-27,2025-07-28,8984,86.6,778014.4
PO001290,S0036,Steel,2025-08-19,2025-09-21,2025-09-30,7626,315.75,2407909.5
PO001291,S0046,Wiring Harness,2025-01-29,2025-02-10,2025-02-10,5649,236.45,1335706.05
PO001292,S0062,Steel,2025-07-11,2025-09-27,2025-10-06,3337,50.11,167217.07
PO001293,S0051,Tire,2025-03-11,2025-04-21,2025-04-23,5220,479.41,2502520.2
PO001294,S0022,Battery Cell,2025-02-09,2025-02-21,2025-03-01,500,129.98,64990.0
PO001295,S0053,Wiring Harness,2025-08-25,2025-11-14,2025-11-16,5566,359.86,2002980.76
PO001296,S0043,Infotainment Unit,2025-03-20,2025-05-24,2025-05-28,811,36.78,29828.58
PO001297,S0086,Semiconductor,2025-08-28,2025-11-07,2025-11-07,6770,500.35,3387369.5
PO001298,S0096,Tire,2025-11-28,2025-12-28,2025-12-28,3501,529.07,1852274.07
PO001299,S0067,Sensor,2025-02-04,2025-04-21,2025-04-23,3555,449.33,1597368.15
PO001300,S0005,Semiconductor,2025-09-22,2025-11-10,2025-11-14,3332,412.41,1374150.12
PO001301,S0046,Wiring Harness,2025-03-24,2025-04-05,2025-04-06,4633,363.88,1685856.04
PO001302,S0075,Aluminum,2025-11-23,2026-01-31,2026-02-09,3305,522.38,1726465.9
PO001303,S0010,Tire,2025-09-14,2025-11-02,2025-11-07,1583,519.93,823049.19
PO001304,S0028,Sensor,2025-08-17,2025-10-15,2025-10-23,2205,393.16,866917.8
PO001305,S0039,Wiring Harness,2025-10-14,2025-11-22,2025-11-27,5913,247.98,1466305.74
PO001306,S0018,Battery Cell,2025-03-12,2025-05-04,2025-05-10,4426,226.8,1003816.8
PO001307,S0004,Steel,2025-08-12,2025-08-21,2025-08-23,4192,578.03,2423101.76
PO001308,S0020,Steel,2025-01-11,2025-03-21,2025-03-23,1547,405.72,627648.84
PO001309,S0018,Battery Cell,2025-05-27,2025-07-19,2025-07-22,2235,58.64,131060.4
PO001310,S0045,Wiring Harness,2025-10-14,2025-12-25,2025-12-27,1328,65.72,87276.16
PO001311,S0050,Motor Controller,2025-03-16,2025-05-15,2025-05-16,6825,386.93,2640797.25
PO001312,S0009,Tire,2025-01-03,2025-02-20,2025-03-01,1128,421.61,475576.08
PO001313,S0026,Motor Controller,2025-05-03,2025-06-26,2025-07-02,6461,471.02,3043260.22
PO001314,S0041,Semiconductor,2025-01-13,2025-02-18,2025-03-03,8577,290.32,2490074.64
PO001315,S0057,Motor Controller,2025-03-26,2025-04-03,2025-04-11,3905,65.66,256402.3
PO001316,S0029,Infotainment Unit,2025-10-06,2025-11-19,2025-11-27,1074,103.08,110707.92
PO001317,S0046,Wiring Harness,2025-11-09,2025-11-21,2025-11-24,4439,430.32,1910190.48
PO001318,S0003,Aluminum,2025-07-21,2025-10-03,2025-10-12,6671,212.48,1417454.08
PO001319,S0019,Sensor,2025-04-08,2025-04-21,2025-04-21,4921,330.97,1628703.37
PO001320,S0094,Battery Cell,2025-01-23,2025-04-16,2025-04-19,6621,465.92,3084856.32
PO001321,S0007,Infotainment Unit,2025-12-18,2025-12-25,2025-12-27,7005,76.17,533570.85
PO001322,S0044,Motor Controller,2025-06-15,2025-08-01,2025-08-01,1869,584.31,1092075.39
PO001323,S0039,Wiring Harness,2025-09-04,2025-10-13,2025-10-16,3099,322.6,999737.4
PO001324,S0044,Motor Controller,2025-10-26,2025-12-12,2025-12-18,8470,494.2,4185874.0
PO001325,S0069,Tire,2025-10-08,2025-10-15,2025-10-23,2142,473.77,1014815.34
PO001326,S0048,Aluminum,2025-03-25,2025-06-06,2025-06-10,1313,275.7,361994.1
PO001327,S0042,Sensor,2025-01-30,2025-02-21,2025-02-21,1780,458.81,816681.8
PO001328,S0001,Brake Assembly,2025-10-07,2025-12-08,2025-12-08,4097,521.56,2136831.32
PO001329,S0038,Brake Assembly,2025-03-11,2025-04-04,2025-04-14,319,396.23,126397.37
PO001330,S0027,Wiring Harness,2025-12-14,2025-12-24,2025-12-28,8440,350.26,2956194.4
PO001331,S0100,Sensor,2025-10-22,2025-11-04,2025-11-06,5390,580.96,3131374.4
PO001332,S0023,Aluminum,2025-08-03,2025-10-14,2025-10-17,8859,409.07,3623951.13
PO001333,S0098,Brake Assembly,2025-04-08,2025-05-11,2025-05-15,468,288.01,134788.68
PO001334,S0093,Aluminum,2025-02-13,2025-04-04,2025-04-04,3601,390.65,1406730.65
PO001335,S0044,Motor Controller,2025-01-11,2025-02-27,2025-02-27,4260,127.1,541446.0
PO001336,S0090,Tire,2025-01-05,2025-03-30,2025-04-01,6114,552.17,3375967.38
PO001337,S0012,Steel,2025-03-18,2025-03-28,2025-03-28,7647,276.2,2112101.4
PO001338,S0054,Tire,2025-04-24,2025-05-01,2025-05-01,1693,346.91,587318.63
PO001339,S0027,Wiring Harness,2025-02-27,2025-03-09,2025-03-16,1737,337.34,585959.58
PO001340,S0093,Aluminum,2025-06-06,2025-07-26,2025-08-01,8146,310.16,2526563.36
PO001341,S0077,Infotainment Unit,2025-09-24,2025-11-12,2025-11-24,5998,585.67,3512848.66
PO001342,S0007,Infotainment Unit,2025-11-29,2025-12-06,2025-12-08,6400,190.27,1217728.0
PO001343,S0095,Wiring Harness,2025-02-21,2025-04-03,2025-04-03,458,546.44,250269.52
PO001344,S0080,Infotainment Unit,2025-11-20,2025-12-03,2025-12-09,6092,322.01,1961684.92
PO001345,S0004,Steel,2025-01-07,2025-01-16,2025-01-24,8147,593.65,4836466.55
PO001346,S0038,Brake Assembly,2025-04-27,2025-05-21,2025-05-21,4195,332.19,1393537.05
PO001347,S0061,Wiring Harness,2025-02-19,2025-05-06,2025-05-06,710,546.26,387844.6
PO001348,S0075,Aluminum,2025-06-18,2025-08-26,2025-08-30,7207,571.62,4119665.34
PO001349,S0034,Semiconductor,2025-06-09,2025-07-21,2025-07-25,3923,447.78,1756640.94
PO001350,S0015,Motor Controller,2025-12-17,2026-02-01,2026-02-01,2713,576.19,1563203.47
PO001351,S0009,Tire,2025-08-24,2025-10-11,2025-10-15,7787,528.55,4115818.85
PO001352,S0098,Brake Assembly,2025-07-18,2025-08-20,2025-08-24,8801,184.56,1624312.56
PO001353,S0051,Tire,2025-06-17,2025-07-28,2025-07-30,8700,45.51,395937.0
PO001354,S0006,Motor Controller,2025-05-03,2025-06-12,2025-06-12,6153,466.6,2870989.8
PO001355,S0055,Battery Cell,2025-06-21,2025-06-29,2025-07-07,1113,342.49,381191.37
PO001356,S0056,Tire,2025-10-19,2025-12-07,2025-12-11,2426,413.65,1003514.9
PO001357,S0033,Battery Cell,2025-06-08,2025-08-24,2025-08-29,5740,25.52,146484.8
PO001358,S0054,Tire,2025-11-16,2025-11-23,2025-11-29,2623,572.73,1502270.79
PO001359,S0049,Steel,2025-07-03,2025-09-12,2025-09-14,347,336.68,116827.96
PO001360,S0022,Battery Cell,2025-02-03,2025-02-15,2025-02-16,151,56.63,8551.13
PO001361,S0021,Wiring Harness,2025-09-04,2025-09-20,2025-09-25,121,315.01,38116.21
PO001362,S0054,Tire,2025-07-20,2025-07-27,2025-08-01,1432,121.42,173873.44
PO001363,S0061,Wiring Harness,2025-12-29,2026-03-15,2026-03-15,3816,355.16,1355290.56
PO001364,S0014,Brake Assembly,2025-08-29,2025-10-29,2025-10-29,2333,237.8,554787.4
PO001365,S0042,Sensor,2025-12-21,2026-01-12,2026-01-16,6242,408.12,2547485.04
PO001366,S0056,Tire,2025-09-12,2025-10-31,2025-11-04,2608,497.16,1296593.28
PO001367,S0068,Infotainment Unit,2025-10-13,2025-12-08,2025-12-12,3592,296.92,1066536.64
PO001368,S0062,Steel,2025-10-07,2025-12-24,2025-12-24,2126,91.64,194826.64
PO001369,S0099,Wiring Harness,2025-07-08,2025-08-03,2025-08-09,1036,19.55,20253.8
PO001370,S0035,Steel,2025-01-05,2025-03-13,2025-03-16,4882,451.52,2204320.64
PO001371,S0092,Aluminum,2025-04-16,2025-06-21,2025-06-30,8195,350.58,2873003.1
PO001372,S0031,Battery Cell,2025-01-13,2025-03-06,2025-03-07,8198,405.65,3325518.7
PO001373,S0002,Tire,2025-05-12,2025-05-24,2025-05-30,4593,113.1,519468.3
PO001374,S0008,Infotainment Unit,2025-05-28,2025-06-22,2025-06-28,7628,498.25,3800651.0
PO001375,S0005,Semiconductor,2025-08-20,2025-10-08,2025-10-13,2955,107.54,317780.7
PO001376,S0025,Semiconductor,2025-08-03,2025-09-29,2025-10-09,562,239.83,134784.46
PO001377,S0007,Infotainment Unit,2025-10-23,2025-10-30,2025-10-30,3968,407.67,1617634.56
PO001378,S0064,Steel,2025-06-09,2025-08-19,2025-08-22,4291,67.19,288312.29
PO001379,S0017,Infotainment Unit,2025-11-24,2026-01-23,2026-01-25,4244,331.67,1407607.48
PO001380,S0063,Motor Controller,2025-12-15,2026-02-25,2026-02-28,553,140.09,77469.77
PO001381,S0023,Aluminum,2025-02-08,2025-04-21,2025-04-21,86,46.21,3974.06
PO001382,S0090,Tire,2025-01-07,2025-04-01,2025-04-05,1189,255.12,303337.68
PO001383,S0019,Sensor,2025-12-30,2026-01-12,2026-01-17,494,5.49,2712.06
PO001384,S0074,Steel,2025-11-23,2026-01-12,2026-01-12,7834,196.43,1538832.62
PO001385,S0042,Sensor,2025-05-04,2025-05-26,2025-05-27,3753,236.76,888560.28
PO001386,S0037,Infotainment Unit,2025-05-28,2025-07-12,2025-07-12,4925,439.81,2166064.25
